Trimestre;Sexo;Idade;Faixa_Etaria;Cor_Raca;Nivel_Instrucao;Anos_Estudo;Anos_Estudo_Num;Forca_Trabalho;Ocupacao;Posicao_Ocupacao;Ocupacao_Grupo;Horas_Trabalhadas;Grupo_Jornada;Renda;Faixa_Renda;Urbano
T2;Mulher;63;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;25;25 a 39 anos;Branca;Superior incompleto ou equivalente;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Trabalhadores de apoio administrativo;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;23;18 a 24 anos;Branca;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;95;60 anos ou mais;Branca;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;55;40 a 59 anos;Branca;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Ocupações elementares;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T2;Homem;55;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;16;Até 20h;500;Até 1 salário mínimo;Urbana
T2;Homem;37;25 a 39 anos;Branca;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;79;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;39;25 a 39 anos;Branca;Superior incompleto ou equivalente;14 anos de estudo;14;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Trabalhadores de apoio administrativo;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T2;Homem;24;18 a 24 anos;Parda;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;52;40 a 59 anos;Preta;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;30;21h a 40h;600;Até 1 salário mínimo;Urbana
T2;Mulher;44;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico com carteira;Ocupações elementares;30;21h a 40h;1500;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;56;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;52;40 a 59 anos;Branca;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;60;Acima de 44h;1700;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;56;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Operadores de instalações e máquinas e montadores;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;59;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;20;Até 20h;800;Até 1 salário mínimo;Urbana
T2;Homem;32;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;2500;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;93;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;54;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1500;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;55;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;4600;Mais de 3 a 4 salários mínimos;Urbana
T2;Homem;60;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;32;21h a 40h;2080;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;7;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Diretores e gerentes;72;Acima de 44h;12500;Mais de 5 salários mínimos;Urbana
T2;Mulher;42;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;40;21h a 40h;1820;Mais de 1 a 2 salários mínimos;Urbana
T2;Homem;39;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;40;21h a 40h;1700;Mais de 1 a 2 salários mínimos;Urbana
T2;Homem;60;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;51;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;32;21h a 40h;800;Até 1 salário mínimo;Urbana
T2;Homem;45;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;15;14 a 17 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;7;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;47;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;96;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;57;40 a 59 anos;Preta;Fundamental incompleto ou equivalente;2 anos de estudo;2;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;65;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Ocupações elementares;44;41h a 44h;1300;Até 1 salário mínimo;Urbana
T2;Homem;25;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;17;14 a 17 anos;Branca;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;62;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;40;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;56;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;39;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;8;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;2 anos de estudo;2;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;43;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Profissionais das ciências e intelectuais;20;Até 20h;2768;Mais de 1 a 2 salários mínimos;Urbana
T2;Homem;39;25 a 39 anos;Preta;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Técnicos e profissionais de nível médio;40;21h a 40h;4200;Mais de 2 a 3 salários mínimos;Urbana
T2;Mulher;39;25 a 39 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;1000;Até 1 salário mínimo;Urbana
T2;Homem;6;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;43;40 a 59 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;41;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;45;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1500;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;2;Até 20h;400;Até 1 salário mínimo;Urbana
T2;Homem;11;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;2;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;30;21h a 40h;600;Até 1 salário mínimo;Urbana
T2;Homem;43;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;98;Acima de 44h;1000;Até 1 salário mínimo;Urbana
T2;Mulher;24;18 a 24 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;63;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;6;Até 20h;150;Até 1 salário mínimo;Urbana
T2;Homem;76;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;32;25 a 39 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;2;Menos de 14 anos;Preta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;62;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;29;25 a 39 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;5;Até 20h;200;Até 1 salário mínimo;Urbana
T2;Mulher;51;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Ocupações elementares;42;41h a 44h;1300;Até 1 salário mínimo;Urbana
T2;Homem;34;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;87;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;40;40 a 59 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Empregador;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;2000;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;37;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1800;Mais de 1 a 2 salários mínimos;Urbana
T2;Homem;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;9;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;56;40 a 59 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;36;25 a 39 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;35;21h a 40h;700;Até 1 salário mínimo;Urbana
T2;Homem;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;15;14 a 17 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;10;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;47;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Profissionais das ciências e intelectuais;30;21h a 40h;1600;Mais de 1 a 2 salários mínimos;Urbana
T2;Homem;91;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;82;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;32;25 a 39 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Público com carteira;Técnicos e profissionais de nível médio;30;21h a 40h;1412;Até 1 salário mínimo;Urbana
T2;Mulher;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;1000;Até 1 salário mínimo;Urbana
T2;Homem;34;25 a 39 anos;Preta;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;1200;Até 1 salário mínimo;Urbana
T2;Homem;40;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Membros das forças armadas, policiais e bombeiros militares;48;Acima de 44h;5000;Mais de 3 a 4 salários mínimos;Urbana
T2;Mulher;42;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Profissionais das ciências e intelectuais;60;Acima de 44h;3912;Mais de 2 a 3 salários mínimos;Urbana
T2;Homem;12;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;50;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Público com carteira;Diretores e gerentes;50;Acima de 44h;5700;Mais de 4 a 5 salários mínimos;Urbana
T2;Mulher;43;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Profissionais das ciências e intelectuais;40;21h a 40h;3600;Mais de 2 a 3 salários mínimos;Urbana
T2;Homem;19;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;51;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;800;Até 1 salário mínimo;Urbana
T2;Mulher;71;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;12;Até 20h;300;Até 1 salário mínimo;Urbana
T2;Mulher;49;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Mulher;20;18 a 24 anos;Parda;Superior incompleto ou equivalente;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;700;Até 1 salário mínimo;Urbana
T2;Homem;28;25 a 39 anos;Branca;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Profissionais das ciências e intelectuais;72;Acima de 44h;1600;Mais de 1 a 2 salários mínimos;Urbana
T2;Mulher;47;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;44;41h a 44h;600;Até 1 salário mínimo;Urbana
T2;Mulher;22;18 a 24 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;54;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Operadores de instalações e máquinas e montadores;20;Até 20h;500;Até 1 salário mínimo;Urbana
T2;Mulher;44;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;20;18 a 24 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T2;Homem;52;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Diretores e gerentes;40;21h a 40h;6000;Mais de 4 a 5 salários mínimos;Urbana
